timestamp,rssi_normalized,rssi_smoothed,rate_of_change,signal_energy,signal_variance,csi_mean_amplitude,csi_std_amplitude,instability_score,raw_rssi,label
1549077.9687896492,0.5665283365087992,-46.0534986000527,4.973273939790787,23.00624381243243,6.090950288459979,8.767433535518343,2.8436337185562683,0.5226716645373346,-42.94898326387698,presence_moving
1416123.581844764,0.7971998086864475,-45.3000344080861,3.88755047812671,15.817569543015805,3.1302806887135626,14.323215650779716,2.073185484683203,0.6470126157584561,-42.38370590535472,presence_moving
1002278.310886857,0.04162203084482907,-73.11697972331878,0.36329939357079555,4.138352245076359,0.5897090581256531,0.3900472006170159,0.7794532219379341,0.07855909659182914,-78.59564934554481,no_presence
1372772.408635487,0.948408989734355,-35.12405398922744,10.84202600451928,48.06622535867884,11.471588332337951,18.056666275827858,5.459846401959342,0.9108395765603745,-38.44258452694829,fall_suspected
1276236.1090482734,0.016402951489840233,-73.68942230962757,-0.3029946832164595,1.127712793411746,0.47173426628950554,2.9840978296317004,0.6014710845899496,0.07877876524125263,-73.98127102276635,no_presence
1250280.1586067453,0.058439872357915146,-70.96378216107476,-0.1266671052798528,1.7382303729340194,0.7421035650350425,2.3979980173396096,0.8415601782185392,0.12626324337527592,-79.63046877713757,no_presence
1854885.9273716635,0.3783028834971958,-52.849787733896704,0.5068020569624871,5.436319555443729,1.3438875315407235,5.064606396512252,1.5795456127460359,0.197737527176378,-57.35293529963977,presence_still
1853701.3376596798,0.7387694578363564,-45.139241294588096,4.012957370722811,18.727242155482063,7.208397984559085,11.666193415745354,3.3176140000060776,0.5950660345266615,-42.99395201416483,presence_moving
1156940.491684353,0.12945206133781362,-77.37305397770773,-0.3927551194533758,0.1772842926831525,0.8518064067508817,1.5890859260146437,0.45961954418148454,0.0908687504304899,-71.63542258467268,no_presence
1978191.5479257177,0.4238614647101093,-59.10569133518623,0.11685102853453788,12.068815780884497,1.824120641592476,5.276430632090644,1.661662602535634,0.19139610867185375,-54.18469506795541,presence_still
1941371.6587515026,0.3918800691169832,-52.354816259865885,-0.686926378299417,8.69418354543629,1.7996622855923692,5.844191370210474,1.670143629110848,0.10436733279509879,-55.225891421692104,presence_still
1031571.7553756757,0.38736661146760587,-63.79072879998876,0.1473996341013445,5.464327718615893,1.1718439779548124,4.467302614991938,1.4040910782043252,0.1589737670238805,-55.23687229391443,prolonged_inactivity
1665629.9012105113,0.3056325229864243,-51.491236552118174,0.7541000690688044,12.653348056423777,1.7419477897896358,6.45997995390583,1.7020291732363477,0.2468888424868008,-55.074046309638625,presence_still
1177074.7280077303,0.9279602290259286,-32.07977023899325,17.565982200784813,45.12266757982993,9.4054021082301,23.59244295562793,6.665813033201866,0.8941614434822154,-36.11692148847976,fall_suspected
1899448.375604142,0.24019695041131248,-62.96631020130504,0.3549085269575186,6.678957834619977,1.0784150235469303,4.304795832207977,1.4897688612926627,0.1811161274325932,-57.969834925577096,prolonged_inactivity
1936084.9746726516,0.23695595806007047,-61.793522718909365,-0.1166534690356621,9.122785349416619,1.4827892666836004,4.982336436710237,1.3915753789911187,0.20128379571134186,-55.3993023229926,prolonged_inactivity
1730840.057228675,0.08043881855538942,-76.80705531119182,0.22188647276613582,3.4087532129397626,0.480165610781206,2.7569693398056425,0.8261058582318674,0.09470995436347363,-78.7971561313617,no_presence
1091446.8621858894,0.08310914532817933,-74.28197421312052,-0.2995120545905007,3.8849259414235666,0.2244597989711009,2.707927392377917,0.4323934212377325,0.03460809316564475,-75.63958834766979,no_presence
1119633.8653019737,0.9348760906347828,-34.24288927874168,10.163154574751518,32.09732751463834,11.874053537602524,21.19726281800512,9.204931723114347,0.7209290430431595,-34.87764046460216,fall_suspected
1388122.1522522487,0.08060480644133108,-72.4637480055751,-0.30897046749853607,3.6584679631792194,0.5535133744697631,0.7690626826631349,0.8870622420226801,0.046780573242038326,-77.08602115056895,no_presence
1712900.9276901502,0.36642286823508363,-55.74634586151591,-0.42319943905051804,3.2744758764188004,1.643680039006959,2.887653386145133,0.5633268231098725,0.19544861934607083,-58.44021128705852,prolonged_inactivity
1872096.1416273068,0.07811050097974873,-75.26091337105797,0.21298062041498278,3.320888441182234,0.22120979570276855,1.1197610620932674,0.8815297460395577,0.18912341412605674,-72.61127176850597,no_presence
1223552.2247571968,0.740217963853868,-44.864835966154565,3.463093384946042,29.443284469805224,6.581218340311761,12.624649291029236,4.545538656839403,0.6382635358367894,-44.779359231510206,presence_moving
1166525.571653953,0.2894871348901148,-60.75915240672507,0.21123881529636657,9.19277616833855,1.3568710490406626,5.991060956478284,0.9877917796671631,0.10678482861389117,-55.13830092440923,prolonged_inactivity
1470534.242479087,0.742505843676194,-34.41727227816808,14.656941628542885,47.142837615997266,10.638888886321201,23.956568972558188,6.990168709663031,0.8627926314403793,-35.11718644146716,fall_suspected
1011528.8207071335,0.6298783094593855,-41.228831225065846,3.216919597550808,28.511331394762824,3.2865699505087878,9.420180037040245,4.73077620183754,0.53407407876194,-48.8230584097337,presence_moving
1139946.020499328,0.19624810357048544,-74.27395131378789,0.15381870032401013,0.6335438565910262,0.6565359285264696,2.495647930164148,0.6683947496685717,0.11416835784288892,-71.96980085981681,no_presence
1497779.426396129,0.33333561645501275,-57.23234813470896,-0.13674367133748733,4.427609030690394,1.9852955912200416,3.4939142335093196,1.037840156274117,0.15887881160711204,-59.92906065924597,prolonged_inactivity
1079856.6450050336,0.448985421049217,-51.538461518535954,-0.5457217613355774,6.092167690639104,2.368446342060604,5.539126482933965,1.327544593812117,0.10215322487816246,-55.01322616514798,presence_still
1814311.6955126843,0.5227116680038711,-44.8999257953502,2.593168338750913,15.52265373977353,5.604266868865059,10.88460872108012,4.8546606850321385,0.6400143189279772,-46.95891613537186,presence_moving
1851687.189468325,0.7408096478850219,-44.070470331123744,6.701699603405143,27.064536166665434,4.87852786987559,8.328638801381766,2.471029403075744,0.5979668364490941,-46.82743413385942,presence_moving
1702875.8677719987,0.39872407945481114,-53.521987846148136,-0.39856947319594327,13.054694024938769,1.6402663986989783,6.0702281377108624,1.4976250529899633,0.2557714043187539,-55.403422602880646,presence_still
1156331.4532546392,0.5227586822850848,-48.16425889529309,4.365602172707402,25.01464624444375,5.815043673983486,8.911856661494129,2.862416685743189,0.6126266359889767,-42.52865950685343,presence_moving
1325471.859206694,0.4034830899910315,-58.668575090174855,-0.10859578485837384,8.057750777099285,1.7477406143315286,3.163810864789161,1.625298728413068,0.23855246837844593,-57.96208298623495,presence_still
1646422.475857679,0.3203993006319887,-55.749630892540125,0.3285166067525199,7.70288564210353,0.6075194642366659,5.001066700784454,0.9514641134758363,0.24361079994166154,-60.13157684018704,prolonged_inactivity
1372368.4815202868,0.6345259291296808,-43.10920008752807,4.176570755276966,16.54398588178748,6.865583346024094,14.012963684022962,2.317788024300029,0.5256742962464138,-47.844501343221545,presence_moving
1711840.0040639983,0.33108938460576254,-64.95344820042115,-0.4471028352019729,9.296550020336884,0.7366851991162955,2.5674263055948274,1.4808393565816442,0.22048407744652837,-61.195073533304694,prolonged_inactivity
1240659.1123213596,0.40409514884051245,-59.27440507018319,-0.28019305315754117,14.971850922974596,1.3038899070970196,3.7637443547233316,1.8367974802066525,0.14671069779703533,-54.84709854216042,presence_still
